Family,Genus,Species,Latin_Name,Common_Name,Fig_stat,Status,Details,Sources
Vespertilionidae,Myotis,fortidens,Myotis fortidens,Cinnamon Myotis,,Nonmigratory,"NM - Bisson, nm-W&M2022, nm-Medellin",Bisson et al. 2009; Webber & McGuire 2022; Medellin 2003
Vespertilionidae,Myotis,frater,Myotis frater,Fraternal Myotis,,Nonmigratory,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022
Vespertilionidae,Myotis,gomantongensis,Myotis gomantongensis,Gomantong Myotis,,Unknown,,
Vespertilionidae,Myotis,handleyi,Myotis handleyi,Handley's Myotis,,Unknown,,
Vespertilionidae,Myotis,hasseltii,Myotis hasseltii,Lesser Large-footed Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,hayesi,Myotis hayesi,Hayes' Thick-thumbed Myotis,,Unknown,,
Vespertilionidae,Myotis,hermani,Myotis hermani,Herman's Myotis,,Unknown,,
Vespertilionidae,Myotis,hoveli,Myotis hoveli,Hovel's Myotis,,Unknown,,
Vespertilionidae,Myotis,hyrcanicus,Myotis hyrcanicus,Hyrcanian Forest Myotis,,Unknown,,
Vespertilionidae,Myotis,ikonnikovi,Myotis ikonnikovi,Ikonnikov's Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,indochinensis,Myotis indochinensis,Indochinese Myotis,,Unknown,,
Vespertilionidae,Myotis,insularum,Myotis insularum,Insular Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,izecksohni,Myotis izecksohni,Izecksohn&apos;s Myotis,,Unknown,,
Vespertilionidae,Myotis,laniger,Myotis laniger,Chinese Water Myotis,,Unknown,,
Vespertilionidae,Myotis,larensis,Myotis larensis,Lara Myotis,,Unknown,,
Vespertilionidae,Myotis,lavali,Myotis lavali,LaVal&apos;s Myotis,,Unknown,,
Vespertilionidae,Myotis,longicaudatus,Myotis longicaudatus,Long-tailed Myotis,,Unknown,,
Vespertilionidae,Myotis,longipes,Myotis longipes,Kashmir Cave Myotis,,Nonmigratory,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022
Vespertilionidae,Myotis,macrodactylus,Myotis macrodactylus,Big-footed Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,macrotarsus,Myotis macrotarsus,Pallid Large-footed Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,martiniquensis,Myotis martiniquensis,Schwartz's Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,midastactus,Myotis midastactus,Golden Myotis,,Unknown,,
Vespertilionidae,Myotis,moluccarum,Myotis moluccarum,Maluku Myotis,,Unknown,,
Vespertilionidae,Myotis,montivagus,Myotis montivagus,Burmese Whiskered Myotis,,Nonmigratory,"NM - Bisson, nm-W&M2022",Bisson et al. 2009; Webber & McGuire 2022
Vespertilionidae,Myotis,moratellii,Myotis moratellii,Moratelli's Myotis,,Unknown,,
Vespertilionidae,Myotis,morrisi,Myotis morrisi,Morris' Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,nesopolus,Myotis nesopolus,CuraÃ§ao Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,nimbaensis,Myotis nimbaensis,Nimba Myotis,,Unknown,,
Vespertilionidae,Myotis,nipalensis,Myotis nipalensis,Nepal Myotis,,Unknown,,
Vespertilionidae,Myotis,nustrale,Myotis nustrale,,,Unknown,,
Vespertilionidae,Myotis,nyctor,Myotis nyctor,Silky Cave Myotis,,Unknown,,
Vespertilionidae,Myotis,occultus,Myotis occultus,Arizona Myotis,,Potential Migrant,mention of potential altitudinal migration - M&B2013,McGuire & Boyle 2013
Vespertilionidae,Myotis,pampa,Myotis pampa,Pampas Myotis,,Unknown,,
Vespertilionidae,Myotis,pequinius,Myotis pequinius,Peking Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,petax,Myotis petax,Eastern Water Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,peytoni,Myotis peytoni,Peyton's Whiskered Myotis,,Unknown,,
Vespertilionidae,Myotis,phanluongi,Myotis phanluongi,Phan Luong's Myotis,,Unknown,,
Vespertilionidae,Myotis,pilosatibialis,Myotis pilosatibialis,Hairy-legged Myotis,,Unknown,,
Vespertilionidae,Myotis,pilosus,Myotis pilosus,Rickett's Big-footed Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,planiceps,Myotis planiceps,Flat-headed Myotis,,Nonmigratory,"NM - Bisson, nm-Medellin",Bisson et al. 2009; Medellin 2003
Vespertilionidae,Myotis,pruinosus,Myotis pruinosus,Frosted Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,punicus,Myotis punicus,Maghrebian Myotis,,Potential Nonmigrant,putative NM - Moussy 2013,Moussy et al 2013
Vespertilionidae,Myotis,ridleyi,Myotis ridleyi,Ridley's Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,rosseti,Myotis rosseti,Thick-thumbed Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,ruber,Myotis ruber,Red Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,rufoniger,Myotis rufoniger,Black-winged Myotis,,Potential Migrant,mention of potential altitudinal migration - M&B2013,McGuire & Boyle 2013
Vespertilionidae,Myotis,rufopictus,Myotis rufopictus,Red-painted Myotis,,Unknown,,
Vespertilionidae,Myotis,schaubi,Myotis schaubi,Schaub's Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,scotti,Myotis scotti,Scott's Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,secundus,Myotis secundus,Taiwan Myotis,,Unknown,,
Vespertilionidae,Myotis,sibiricus,Myotis sibiricus,Siberian Myotis,,Unknown,,
Vespertilionidae,Myotis,sicarius,Myotis sicarius,Mandelli's Mouse-eared Myotis,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Myotis,siligorensis,Myotis siligorensis,Himalayan Whiskered Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,simus,Myotis simus,Velvety Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,soror ,Myotis soror ,Reddish Myotis,,Unknown,,
Vespertilionidae,Myotis,sowerbyi,Myotis sowerbyi,Sowerby's Whiskered Myotis,,Unknown,,
Vespertilionidae,Myotis,stalkeri,Myotis stalkeri,Kei Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,tricolor,Myotis tricolor,Temminck's Myotis,,Migratory/Nonmigratory,NM - Bisson; MacEwan 2011 report mentions possible mig over ridges; potential mig (present in Nov)-O&V1980,Bisson et al. 2009; MacEwan 2011; O'Shea & Vaughan 1980
Vespertilionidae,Myotis,tschuliensis,Myotis tschuliensis,Chuli Myotis,,Unknown,,
Vespertilionidae,Myotis,vivesi,Myotis vivesi,Fish-eating Myotis,,Nonmigratory,NM - Bisson; nm-W&M2022; nm-Medellin,Bisson et al 2009; Webber & McGuire 2022; Medellin 2003
Vespertilionidae,Myotis,weberi,Myotis weberi,Weber's Myotis,,Unknown,,
Vespertilionidae,Myotis,welwitschii,Myotis welwitschii,Welwitsch's Myotis,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Myotis,yanbarensis,Myotis yanbarensis,Yanbaru Myotis,,Unknown,,
Vespertilionidae,Myotis,zenatius,Myotis zenatius,Zenati Myotis,,Unknown,,
Vespertilionidae,Neoeptesicus,andinus,Neoeptesicus andinus,Little Black Serotine,,Unknown,,
Vespertilionidae,Neoeptesicus,chiriquinus,Neoeptesicus chiriquinus,Chiriquinan Serotine,,Unknown,,
Vespertilionidae,Neoeptesicus,diminutus,Neoeptesicus diminutus,Diminutive Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Neoeptesicus,innoxius,Neoeptesicus innoxius,Harmless Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Neoeptesicus,langeri,Neoeptesicus langeri,Langer's Serotine,,Unknown,,
Vespertilionidae,Neoeptesicus,orinocensis,Neoeptesicus orinocensis,Orinoco Serotine,,Unknown,,
Vespertilionidae,Neoeptesicus,taddeii,Neoeptesicus taddeii,Taddei&apos;s Serotine,,Unknown,,
Vespertilionidae,Neoeptesicus,ulapesensis,Neoeptesicus ulapesensis,Ulapes Brown Bat,,Unknown,,
Vespertilionidae,Neoromicia,anchietae,Neoromicia anchietae,Anchieta's Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Neoromicia,bemainty,Neoromicia bemainty,Dark Madagascar Serotine,,Unknown,,
Vespertilionidae,Neoromicia,guineensis,Neoromicia guineensis,Guinean Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Neoromicia,hlandzeni,Neoromicia hlandzeni,Lowveld Serotine,,Unknown,,
Vespertilionidae,Neoromicia,zuluensis,Neoromicia zuluensis,Zulu Serotine,,Unknown,,
Vespertilionidae,Nyctalus,aviator,Nyctalus aviator,Birdlike Noctule,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctalus,azoreum,Nyctalus azoreum,Azores Noctule,,Nonmigratory,putative NM - Moussy 2013; NM - Bisson,Moussy et al 2013; Bisson et al 2009
Vespertilionidae,Nyctalus,furvus,Nyctalus furvus,Japanese Noctule,,Unknown,,
Vespertilionidae,Nyctalus,montanus,Nyctalus montanus,Mountain Noctule,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctalus,plancyi,Nyctalus plancyi,Chinese Noctule,,Unknown,,
Vespertilionidae,Nycticeinops,bellieri,Nycticeinops bellieri,Bellier's Pipistrelle,,Unknown,,
Vespertilionidae,Nycticeinops,crassulus,Nycticeinops crassulus,Broad-headed Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nycticeinops,eisentrauti,Nycticeinops eisentrauti,Eisentraut's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nycticeinops,grandidieri,Nycticeinops grandidieri,Grandidier's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Nycticeinops,happoldorum,Nycticeinops happoldorum,Happolds' Pipistrelle,,Unknown,,
Vespertilionidae,Nycticeinops,macrocephalus,Nycticeinops macrocephalus,Big-headed Pipistrelle,,Unknown,,
Vespertilionidae,Nycticeius,aenobarbus,Nycticeius aenobarbus,Temminck&apos;s Mysterious Bat,,Unknown,,
Vespertilionidae,Nycticeius,cubanus,Nycticeius cubanus,Cuban Evening Bat,,Unknown,,
Vespertilionidae,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,Northern Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctophilus,corbeni,Nyctophilus corbeni,Corben's Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,daedalus,Nyctophilus daedalus,Artful Long-Eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,heran,Nyctophilus heran,Sundan Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctophilus,holtorum,Nyctophilus holtorum,Holt's Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,howensis,Nyctophilus howensis,Lord Howe Island Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,major,Nyctophilus major,Greater Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,microdon,Nyctophilus microdon,Small-toothed Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctophilus,microtis,Nyctophilus microtis,New Guinea Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctophilus,nebulosus,Nyctophilus nebulosus,New Caledonian Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,sherrini,Nyctophilus sherrini,Tasmanian Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,shirleyae,Nyctophilus shirleyae,Shirley's Long-eared Bat,,Unknown,,
Vespertilionidae,Nyctophilus,timoriensis,Nyctophilus timoriensis,,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Nyctophilus,walkeri,Nyctophilus walkeri,Pygmy Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Otonycteris,hemprichii,Otonycteris hemprichii,Hemprich's Desert Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Otonycteris,leucophaea,Otonycteris leucophaea,Ashen Desert Bat,,Unknown,,
Vespertilionidae,Pharotis,imogene,Pharotis imogene,Thomas' Big-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Philetor,brachypterus,Philetor brachypterus,Rohu's Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Phoniscus,aerosus,Phoniscus aerosus,Dubious Trumpet-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Phoniscus,atrox,Phoniscus atrox,Groove-toothed Trumpet-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Phoniscus,jagorii,Phoniscus jagorii,Peters' Trumpet-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Phoniscus,papuensis,Phoniscus papuensis,Golden-tipped Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,adamsi,Pipistrellus adamsi,Adams' Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,aero,Pipistrellus aero,Mt. Gargues Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,angulatus,Pipistrellus angulatus,Angulate Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,ceylonicus,Pipistrellus ceylonicus,Kelaart's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,collinus,Pipistrellus collinus,Greater Papuan Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,coromandra,Pipistrellus coromandra,Indian Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,creticus,Pipistrellus creticus,Crete Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,dhofarensis,Pipistrellus dhofarensis,Dhofar Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,endoi,Pipistrellus endoi,Endo's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,hanaki,Pipistrellus hanaki,Hanak&apos;s Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,hesperidus,Pipistrellus hesperidus,Dusky Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,inexspectatus,Pipistrellus inexspectatus,Aellen's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,maderensis,Pipistrellus maderensis,Madeiran Pipistrelle,,Nonmigratory,NM - Bisson; nm-W&M2022,Bisson et al. 2009; Webber & McGuire 2022
Vespertilionidae,Pipistrellus,minahassae,Pipistrellus minahassae,Minahassa Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,murrayi,Pipistrellus murrayi,Christmas Island Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,papuanus,Pipistrellus papuanus,Lesser Papuan Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,paterculus,Pipistrellus paterculus,Mount Popa Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,permixtus,Pipistrellus permixtus,Dar-es-Salaam Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,raceyi,Pipistrellus raceyi,Racey&apos;s Pipistelle,,Unknown,,
Vespertilionidae,Pipistrellus,rusticus,Pipistrellus rusticus,Rusty Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,simandouensis,Pipistrellus simandouensis,Simandou Serotine,,Unknown,,
Vespertilionidae,Pipistrellus,stenopterus,Pipistrellus stenopterus,Narrow-winged Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,sturdeei,Pipistrellus sturdeei,Sturdee's Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,wattsi,Pipistrellus wattsi,Watts' Pipistrelle,,Unknown,,
Vespertilionidae,Pipistrellus,westralis,Pipistrellus westralis,Koopman's Pipistrelle,,Unknown,,
Vespertilionidae,Plecotus,balensis,Plecotus balensis,Bale Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,christii,Plecotus christii,Christie's Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,gaisleri,Plecotus gaisleri,Gaisler's Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,gobiensis,Plecotus gobiensis,Gobi Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,homochrous,Plecotus homochrous,Himalayan Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,kolombatovici,Plecotus kolombatovici,Kolombatovic's Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,kozlovi,Plecotus kozlovi,Kozlov's Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,macrobullaris,Plecotus macrobullaris,Mountain Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,ognevi,Plecotus ognevi,Ognev&apos;s Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,sacrimontis,Plecotus sacrimontis,Japanese Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,sardus,Plecotus sardus,Sardinian Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,strelkovi,Plecotus strelkovi,Strelkov&apos;s Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,taivanus,Plecotus taivanus,Taiwan Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Plecotus,teneriffae,Plecotus teneriffae,Canary Long-eared Bat,,Nonmigratory,NM - Hutterer; NM - Bisson,Hutterer et al. 2005; Bisson et al 2009
Vespertilionidae,Plecotus,turkmenicus,Plecotus turkmenicus,Turkmenistan Long-eared Bat,,Unknown,,
Vespertilionidae,Plecotus,wardi,Plecotus wardi,Ward's Long-eared Bat,,Unknown,,
Vespertilionidae,Pseudoromicia,brunnea,Pseudoromicia brunnea,Dark-brown Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pseudoromicia,isabella,Pseudoromicia isabella,Isabelline White-winged Serotine,,Unknown,,
Vespertilionidae,Pseudoromicia,kityoi,Pseudoromicia kityoi,Kityo's Serotine,,Unknown,,
Vespertilionidae,Pseudoromicia,mbamminkom,Pseudoromicia mbamminkom,Mbam Minkom Serotine,,Unknown,,
Vespertilionidae,Pseudoromicia,nyanza,Pseudoromicia nyanza,Nyanza Serotine,,Unknown,,
Vespertilionidae,Pseudoromicia,principis,Pseudoromicia principis,PrÃ­ncipeâs Pipistrelle,,Unknown,,
Vespertilionidae,Pseudoromicia,roseveari,Pseudoromicia roseveari,Rosevear's Serotine,,Unknown,,
Vespertilionidae,Rhogeessa,bickhami,Rhogeessa bickhami,Bickham&apos;s Yellow Bat,,Unknown,,
Vespertilionidae,Rhogeessa,genowaysi,Rhogeessa genowaysi,Genoways' Yellow Bat,,Nonmigratory,NM - Bisson; nm-Medellin,Bisson et al. 2009; Medellin 2003
Vespertilionidae,Rhogeessa,hussoni,Rhogeessa hussoni,Husson's Yellow Bat,,Unknown,,
Vespertilionidae,Rhogeessa,io,Rhogeessa io,Thomas' Yellow Bat,,Unknown,,
Vespertilionidae,Rhogeessa,menchuae,Rhogeessa menchuae,Menchu&apos;s Little Yellow Bat,,Unknown,,
Vespertilionidae,Rhogeessa,minutilla,Rhogeessa minutilla,Tiny Yellow Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Rhogeessa,mira,Rhogeessa mira,Least Yellow Bat,,Nonmigratory,NM - Bisson; nm-Medellin,Bisson et al. 2009; Medellin 2003
Vespertilionidae,Rhogeessa,permutandis,Rhogeessa permutandis,Nicaraguan Little Yellow Bat,,Unknown,,
Vespertilionidae,Rhogeessa,velilla,Rhogeessa velilla,Ecuadoran Little Yellow Bat,,Unknown,,
Vespertilionidae,Rhyneptesicus,nasutus,Rhyneptesicus nasutus,Sind Bat,,Nonmigratory,NM - Bisson,Bisson et al 2009
Vespertilionidae,Scotoecus,albigula,Scotoecus albigula,White-throated Lesser House Bat,,Unknown,,
Vespertilionidae,Scotoecus,albofuscus,Scotoecus albofuscus,Light-winged Lesser House Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Scotoecus,pallidus,Scotoecus pallidus,Desert Yellow Lesser House Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Scotomanes,ornatus,Scotomanes ornatus,Harlequin Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Scotophilus,altilis,Scotophilus altilis,Lesser Brown Bat,,Unknown,,
Vespertilionidae,Scotophilus,andrewreborii,Scotophilus andrewreborii,Andrew Rebori's House Bat,,Unknown,,
Vespertilionidae,Scotophilus,borbonicus,Scotophilus borbonicus,R&eacute;union House Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Scotophilus,colias,Scotophilus colias,Eritrean House Bat,,Unknown,,
Vespertilionidae,Scotophilus,collinus,Scotophilus collinus,Sody's Yellow House Bat,,Unknown,,
Vespertilionidae,Scotophilus,ejetai,Scotophilus ejetai,Ejeta's House Bat,,Unknown,,
Vespertilionidae,Scotophilus,livingstonii,Scotophilus livingstonii,Livingstone's House Bat,,Unknown,,
Vespertilionidae,Scotophilus,marovaza,Scotophilus marovaza,Marovaza House Bat,,Unknown,,
Vespertilionidae,Scotophilus,nigritellus,Scotophilus nigritellus,Western Green House Bat,,Unknown,,
Vespertilionidae,Scotophilus,nucella,Scotophilus nucella,Robbins' House Bat,,Unknown,,
Vespertilionidae,Scotophilus,nux,Scotophilus nux,Nut-colored House Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Scotophilus,robustus,Scotophilus robustus,Robust House Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Scotophilus,tandrefana,Scotophilus tandrefana,Western House Bat,,Unknown,,
Vespertilionidae,Scotophilus,trujilloi,Scotophilus trujilloi,Trujillo's House Bat,,Unknown,,
Vespertilionidae,Scotozous,dormeri,Scotozous dormeri,Dormer's Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Submyotodon,caliginosus,Submyotodon caliginosus,Mysterious Broad-nosed Bat,,Unknown,,
Vespertilionidae,Submyotodon,latirostris,Submyotodon latirostris,Broad-nosed Bat,,Unknown,,
Vespertilionidae,Submyotodon,moupinensis,Submyotodon moupinensis,Moupin Broad-nosed Bat,,Unknown,,
Vespertilionidae,Thainycteris,aureocollaris,Thainycteris aureocollaris,Collared Sprite,,Unknown,,
Vespertilionidae,Thainycteris,torquata,Thainycteris torquata,Necklace Sprite,,Unknown,,
Vespertilionidae,Tylonycteris,fulvida,Tylonycteris fulvida,Amber Bamboo Bat,,Unknown,,
Vespertilionidae,Tylonycteris,malayana,Tylonycteris malayana,Malayan Bamboo Bat,,Unknown,,
Vespertilionidae,Tylonycteris,pachypus,Tylonycteris pachypus,Lesser Bamboo Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Tylonycteris,pygmaea,Tylonycteris pygmaea,Pygmy Bamboo Bat,,Unknown,,
